source,target,similarity
Betaine,Codeine,0.927174211
Betaine,Antimony,0.92476505
Betaine,Almond,0.918903708
Betaine,Serine,0.915858567
driven by Iron,to access Iron,0.925224066
driven by Iron,Hemin,0.899526536
driven by Iron,for the Oxygen,0.895644665
driven by Iron,that are Iron,0.887646198
driven by Iron,of the Iron,0.88741374
bilirubin and Iron,Homocysteine,0.903485417
bilirubin and Iron,Uric acid,0.890655518
bilirubin and Iron,Cobalamin,0.870349467
bilirubin and Iron,Thyroglobulin,0.869569957
bilirubin and Iron,Cysteamine or Lipoic acid,0.859273434
Lysine,Leucine,0.957102776
Lysine,Cysteine,0.926570415
Lysine,Glycine,0.92421484
Lysine,Tyrosine,0.922142863
Lysine,Valine,0.920120776
Peanut,Pea,0.962100744
Peanut,Clove,0.941906512
Peanut,Peach,0.941408515
Peanut,Antimony,0.935352504
Peanut,Rice,0.935278058
Cholesterol,Homocysteine,0.886541069
Cholesterol,bilirubin and Iron,0.847078085
Cholesterol,Creatinine,0.846922159
Cholesterol,Leptin,0.837017059
Cholesterol,Uric acid,0.831239939
Nintedanib,Nilotinib,0.920715332
Nintedanib,Crizotinib,0.911041915
Nintedanib,Axitinib,0.910106063
Nintedanib,Niraparib,0.907054782
Nintedanib,Rogaratinib,0.906983733
Tocilizumab,Vedolizumab,0.968676567
Tocilizumab,Eculizumab,0.965111315
Tocilizumab,Pembrolizumab,0.956763446
Tocilizumab,Bevacizumab,0.945536375
Tocilizumab,Ravulizumab,0.943553686
Imatinib,Nilotinib,0.925197363
Imatinib,Crizotinib,0.920372009
Imatinib,Axitinib,0.908906698
Imatinib,Ibrutinib,0.907301188
Imatinib,Nintedanib,0.906072199
Nilotinib,Crizotinib,0.937859058
Nilotinib,Axitinib,0.930289149
Nilotinib,Imatinib,0.925197363
Nilotinib,Nintedanib,0.920715332
Nilotinib,Rogaratinib,0.916565299
Docetaxel,Doxorubicin,0.912772298
Docetaxel,Irinotecan,0.901899278
Docetaxel,Lobaplatin,0.890695691
Docetaxel,Paclitaxel,0.880236387
Docetaxel,Daunorubicin,0.876757145
Fluorouracil,Doxorubicin,0.896134853
Fluorouracil,Irinotecan,0.892695248
Fluorouracil,Daunorubicin,0.889620066
Fluorouracil,Carboplatin,0.88469249
Fluorouracil,Voriconazole,0.870287001
Linezolid,Ranolazine,0.917006254
Linezolid,Remimazolam,0.915732861
Linezolid,Carbazole,0.911734462
Linezolid,Minocycline,0.908490002
Linezolid,Miconazole,0.904738188
Crizotinib,Rogaratinib,0.941414773
Crizotinib,Nilotinib,0.937859058
Crizotinib,Axitinib,0.936078906
Crizotinib,Ibrutinib,0.927959085
Crizotinib,Imatinib,0.920372009
Platinum,Copper,0.949097872
Platinum,Rice,0.930549026
Platinum,Bean,0.929452062
Platinum,Zinc,0.928731441
Platinum,Potato,0.927303076
Buprenorphine,Morphine,0.899685621
Buprenorphine,before epidural Morphine,0.89042604
Buprenorphine,of epidural Morphine,0.886382103
Buprenorphine,effects of Etorphine,0.880892336
Buprenorphine,Remifentanil,0.86804682
Aspartic acid,Asparagine,0.949484766
Aspartic acid,Valine,0.922503173
Aspartic acid,Alanine,0.920068383
Aspartic acid,Glutamic acid,0.914365351
Aspartic acid,Cysteine,0.903817236
Omega-3 fatty acids,Isoflavone,0.837345719
Omega-3 fatty acids,Cysteamine or Lipoic acid,0.829891384
Omega-3 fatty acids,Tocopherol,0.824216008
Omega-3 fatty acids,based on Lipoic acid,0.817175508
Omega-3 fatty acids,Ferulic acid,0.814706445
Psilocybin,Mangostin,0.908679605
Psilocybin,Genipin,0.898102999
Psilocybin,Coumapho,0.891683757
Psilocybin,Sakuranetin,0.888914704
Psilocybin,Lapachone,0.884467244
Indium,Cobalt,0.941300333
Indium,Antimony,0.906831384
Indium,Barium,0.905816436
Indium,Zinc,0.894091845
Indium,Silver,0.893730521
Levetiracetam,Sertraline,0.884414434
Levetiracetam,Ondansetron,0.881453753
Levetiracetam,Brivaracetam,0.878185034
Levetiracetam,Carbamazepine,0.874771953
Levetiracetam,Ropinirole,0.873407185
Homocysteine,bilirubin and Iron,0.903485417
Homocysteine,Cysteine,0.888275266
Homocysteine,Cholesterol,0.886541069
Homocysteine,Methionine,0.876065373
Homocysteine,Selenocysteine,0.875560343
Repotrectinib,Rogaratinib,0.921989918
Repotrectinib,Ibrutinib,0.919248581
Repotrectinib,Crizotinib,0.908012629
Repotrectinib,for the Tucatinib,0.900762677
Repotrectinib,Ribociclib,0.89954567
Creatine,Urea,0.899053693
Creatine,Citric acid,0.892971635
Creatine,Uric acid,0.884901822
Creatine,Choline,0.875497639
Creatine,Cysteine,0.869971097
Glyphosate,Coumapho,0.878410578
Glyphosate,Xylazine,0.873731017
Glyphosate,Thiamphenicol,0.873319447
Glyphosate,Pomotrelvir,0.870585084
Glyphosate,Gibberellic acid,0.869942248
Nitroglycerin,4-Nitrocatechol,0.869692326
Nitroglycerin,Piperonyl butoxide,0.859494269
Nitroglycerin,reduction than Glucagon,0.855568469
Nitroglycerin,Nifedipine,0.854668915
Nitroglycerin,Aminobenzoic acid,0.851869345
Hyaluronidase,chondrocytes in Fibrin,0.864662886
Hyaluronidase,Gelatin,0.848600447
Hyaluronidase,Methylcellulose,0.844649136
Hyaluronidase,Trypsin,0.832234919
Hyaluronidase,Alkaline Phosphatase,0.828053951
Methoxsalen,Piperonyl butoxide,0.915063918
Methoxsalen,Thiamphenicol,0.913493574
Methoxsalen,Fenchone,0.908018649
Methoxsalen,Dichlorvo,0.902703047
Methoxsalen,Esketamine,0.90235281
Quinoline,Imidazole,0.905408204
Quinoline,Pyrrolidine,0.884639025
Quinoline,4-Methylimidazole,0.878406167
Quinoline,Indole,0.877772868
Quinoline,Benzimidazole,0.868982792
Glycyrrhiza glabra,Gibberellic acid,0.888133407
Glycyrrhiza glabra,Bempedoic acid,0.876102626
Glycyrrhiza glabra,Ginsenoside Rg1,0.87195164
Glycyrrhiza glabra,Pomegranate,0.861176252
Glycyrrhiza glabra,Zanubrutinib,0.860150814
Malonaldehyde,Formaldehyde,0.895500898
Malonaldehyde,Salicylic acid,0.855111241
Malonaldehyde,Formic acid,0.845444143
Malonaldehyde,Aminosalicylic acid,0.844338596
Malonaldehyde,Deoxycholic acid,0.84051311
Acetic acid,Peracetic acid,0.945947528
Acetic acid,Acetate,0.939893425
Acetic acid,Formic acid,0.939860344
Acetic acid,Sulfuric acid,0.934123397
Acetic acid,Sodium Acetate,0.932347715
Dapagliflozin,Ivacaftor,0.915483952
Dapagliflozin,Dabigatran,0.91278398
Dapagliflozin,Saxagliptin,0.91200608
Dapagliflozin,Eltrombopag,0.908989191
Dapagliflozin,Rivaroxaban,0.903151393
Vasopressin,Norepinephrine,0.864526927
Vasopressin,find elevated Norepinephrine,0.850965261
Vasopressin,catabolism of Norepinephrine,0.844002068
Vasopressin,Angiotensin II,0.843191981
Vasopressin,Aldosterone,0.83575356
Fenchone,Esketamine,0.915553331
Fenchone,Pomotrelvir,0.908091247
Fenchone,Methoxsalen,0.908018649
Fenchone,Tezacaftor,0.903398693
Fenchone,Ranolazine,0.899271727
Miconazole,Fluconazole,0.985283732
Miconazole,Voriconazole,0.970865846
Miconazole,Itraconazole,0.938438177
Miconazole,Metronidazole,0.934343636
Miconazole,Linezolid,0.904738188
Bevacizumab,Tocilizumab,0.945536375
Bevacizumab,Sacituzumab govitecan,0.936833143
Bevacizumab,Vedolizumab,0.935117424
Bevacizumab,Eculizumab,0.933999658
Bevacizumab,Ravulizumab,0.930493474
Olaparib,Niraparib,0.939963937
Olaparib,Crizotinib,0.918749034
Olaparib,Axitinib,0.917339861
Olaparib,Nilotinib,0.914134383
Olaparib,Nintedanib,0.906071663
Niraparib,Olaparib,0.939963937
Niraparib,Nilotinib,0.909643769
Niraparib,Nintedanib,0.907054782
Niraparib,Dabigatran,0.905523419
Niraparib,Crizotinib,0.904764652
Axitinib,Delgocitinib,0.947828114
Axitinib,Ibrutinib,0.943439424
Axitinib,Ivarmacitinib,0.940505624
Axitinib,Crizotinib,0.936078906
Axitinib,Rogaratinib,0.935054898
Carboplatin,Cisplatin,0.963084102
Carboplatin,Lobaplatin,0.950638056
Carboplatin,prevention of Cisplatin,0.94552362
Carboplatin,of developing Cisplatin,0.934277713
Carboplatin,Irinotecan,0.918690443
Proline,Serine,0.937539518
Proline,Amino acids,0.925333798
Proline,Glycine,0.914045155
Proline,Lysine,0.907343328
Proline,Alanine,0.905816376
Galactose,Glucosamine,0.91172564
Galactose,Fructose,0.896849036
Galactose,2'-Fucosyllactose,0.881461024
Galactose,Amylose,0.86892724
Galactose,Sucrose,0.861381531
Watercres,Strawberry,0.882062018
Watercres,Herring,0.877714515
Watercres,Pineapple,0.871981204
Watercres,Poultry,0.868690014
Watercres,mortality when Pea,0.864076614
Pea,Peanut,0.962100744
Pea,Peach,0.958399177
Pea,ATP,0.92599988
Pea,Herring,0.92528677
Pea,Barley,0.924556911
Garlic,Coconut,0.974187136
Garlic,Rice,0.966077566
Garlic,Honey,0.963649869
Garlic,Bean,0.961384296
Garlic,Apple,0.950821817
to synthesize Terpineol,"step, the Terpineol",0.891177654
to synthesize Terpineol,metabolites of Daidzin,0.888186812
to synthesize Terpineol,transformation of Daidzin,0.886437535
to synthesize Terpineol,Spironolactone,0.877538323
to synthesize Terpineol,based on Lipoic acid,0.874281526
"step, the Terpineol",to synthesize Terpineol,0.891177654
"step, the Terpineol",transformation of Daidzin,0.888350964
"step, the Terpineol",Coumapho,0.880366862
"step, the Terpineol","However, increasing Mannose",0.878959596
"step, the Terpineol",in defining Heparin,0.878278613
Hemin,Iron,0.926758349
Hemin,Ammonia,0.923261523
Hemin,Antimony,0.910155952
Hemin,Betaine,0.909742653
Hemin,Serine,0.908474326
Tyrosine,Lysine,0.922142863
Tyrosine,Cysteine,0.905460596
Tyrosine,Leucine,0.900738597
Tyrosine,Methionine,0.881219983
Tyrosine,Alanine,0.88099885
Benzalkonium,Benzoic acid,0.906173825
Benzalkonium,Aniline,0.893700719
Benzalkonium,Aminobenzoic acid,0.888696432
Benzalkonium,Silanol,0.888225198
Benzalkonium,Methoxsalen,0.885305822
Methadone,Amiodarone,0.885472417
Methadone,Ranitidine,0.876276255
Methadone,Azaperone,0.874398589
Methadone,Clozapine,0.868697047
Methadone,Ranolazine,0.865956545
Creatinine,Uric acid,0.848161221
Creatinine,Cholesterol,0.846922159
Creatinine,Creatine,0.845773697
Creatinine,Homocysteine,0.838544965
Creatinine,bilirubin and Iron,0.837167382
along with Chromium,arsenic + Chromium,0.932896137
along with Chromium,Chromium,0.923291802
along with Chromium,Chlorine,0.874414206
along with Chromium,Cadmium,0.872017682
along with Chromium,of an Iodine,0.871074677
arsenic + Chromium,along with Chromium,0.932896137
arsenic + Chromium,Chromium,0.899925768
arsenic + Chromium,Cadmium,0.877409041
arsenic + Chromium,of an Iodine,0.874627829
arsenic + Chromium,Boric acid,0.872800469
Vitamin E,Antimony,0.874899685
Vitamin E,Betaine,0.873800159
Vitamin E,Oat,0.870612562
Vitamin E,Caffeine,0.869886518
Vitamin E,Whey,0.865923345
Sevoflurane,Desflurane,0.970389724
Sevoflurane,Remifentanil,0.890370429
Sevoflurane,Propofol,0.882625163
Sevoflurane,Fentanyl,0.869766235
Sevoflurane,Lidocaine,0.850734949
Testosterone,Histamine,0.879135251
Testosterone,Codeine,0.875393867
Testosterone,effects of Iron,0.871859193
Testosterone,Insulin human,0.87063092
Testosterone,Opium,0.867562413
Fructose,weeks and Fructose,0.941722155
Fructose,Galactose,0.896849036
Fructose,Glucosamine,0.888114512
Fructose,2'-Fucosyllactose,0.86945349
Fructose,Sucrose,0.868855655
Ponatinib,for the Tucatinib,0.937593758
Ponatinib,Axitinib,0.934901237
Ponatinib,ratio of Tucatinib,0.924477339
Ponatinib,Rogaratinib,0.924058437
Ponatinib,Ibrutinib,0.920889318
Ritonavir,Ribavirin,0.902567506
Ritonavir,Ponatinib,0.887292862
Ritonavir,Amiodarone,0.882869363
Ritonavir,Sofosbuvir,0.882669926
Ritonavir,Povidone,0.879471123
Tacrolimu,Bicalutamide,0.902685225
Tacrolimu,Levocarnitine,0.898509026
Tacrolimu,for the Tucatinib,0.897515655
Tacrolimu,Thiamphenicol,0.8952443
Tacrolimu,Cenobamate,0.89410162
prevention of Cisplatin,of developing Cisplatin,0.969513535
prevention of Cisplatin,Cisplatin,0.962019205
prevention of Cisplatin,Carboplatin,0.94552362
prevention of Cisplatin,Lobaplatin,0.93367362
prevention of Cisplatin,highlight the Paclitaxel,0.907004952
of developing Cisplatin,prevention of Cisplatin,0.969513535
of developing Cisplatin,Cisplatin,0.959552884
of developing Cisplatin,Lobaplatin,0.942067385
of developing Cisplatin,Carboplatin,0.934277713
of developing Cisplatin,highlight the Paclitaxel,0.914700627
Naringin,Genipin,0.913373947
Naringin,Fisetin,0.908835948
Naringin,Daidzin,0.901257575
Naringin,Sakuranetin,0.899643421
Naringin,Gingerol,0.899141908
Fisetin,Naringin,0.908835948
Fisetin,Berberine,0.900231481
Fisetin,Gingerol,0.894106328
Fisetin,Zanubrutinib,0.893983066
Fisetin,Parthenolide,0.88680011
Ferulic acid,Citric acid,0.907117009
Ferulic acid,Ellagic acid,0.901431203
Ferulic acid,based on Lipoic acid,0.894177377
Ferulic acid,Cysteamine or Lipoic acid,0.893246114
Ferulic acid,Curcumin,0.892525375
Estradiol,Testosterone,0.865463257
Estradiol,Leptin,0.838250697
Estradiol,Mometasone,0.830915153
Estradiol,Goserelin,0.827727914
Estradiol,effects of Iron,0.826421559
Nitric Oxide,Nitrite,0.870187819
Nitric Oxide,Nitroglycerin,0.847935021
Nitric Oxide,Ascorbic acid,0.84753859
Nitric Oxide,Glutathione,0.845822632
Nitric Oxide,Choline,0.834394753
sources of Iodine,of urinary Iodine,0.924785912
sources of Iodine,sources including Iron,0.899692476
sources of Iodine,assess population Iodine,0.898825109
sources of Iodine,of an Iodine,0.896576881
sources of Iodine,Iodine,0.892641723
of an Iodine,Iodine,0.943938196
of an Iodine,Boric acid,0.900514722
of an Iodine,sources of Iodine,0.896576881
of an Iodine,Thiamine,0.893728733
of an Iodine,Piperonyl butoxide,0.889251173
Iodine,of an Iodine,0.943938196
Iodine,Chlorine,0.916340709
Iodine,Chromium,0.906167388
Iodine,Cesium,0.902094722
Iodine,Selenium,0.898392797
Amiodarone,Azaperone,0.900391817
Amiodarone,Ranitidine,0.894687951
Amiodarone,Perampanel,0.888971686
Amiodarone,Heparin,0.887182713
Amiodarone,Methadone,0.885472417
assess population Iodine,of urinary Iodine,0.915272176
assess population Iodine,sources of Iodine,0.898825109
assess population Iodine,difference in Thiamine,0.850556493
assess population Iodine,of an Iodine,0.848325133
assess population Iodine,"adjusted regression, Selenium",0.847550869
of urinary Iodine,sources of Iodine,0.924785912
of urinary Iodine,assess population Iodine,0.915272176
of urinary Iodine,of an Iodine,0.875074506
of urinary Iodine,inhalation of Cadmium,0.872698843
of urinary Iodine,Iodine,0.856515467
Thyroglobulin,bilirubin and Iron,0.869569957
Thyroglobulin,antibodies of Thrombopoietin,0.84661895
Thyroglobulin,Thymol,0.84547931
Thyroglobulin,Trypsin,0.843801439
Thyroglobulin,Gibberellic acid,0.8422122
Omeprazole,Metronidazole,0.920779526
Omeprazole,Remimazolam,0.914311588
Omeprazole,and the Nirmatrelvir,0.894845128
Omeprazole,Miconazole,0.890495062
Omeprazole,Pomotrelvir,0.884071887
Amoxicillin,Vancomycin,0.931008518
Amoxicillin,Rifampin,0.918929458
Amoxicillin,Cefazolin,0.912781835
Amoxicillin,Colistin,0.904120803
Amoxicillin,Clarithromycin,0.902407646
Topiroxostat,Ponatinib,0.912405074
Topiroxostat,Pomotrelvir,0.911271811
Topiroxostat,Perampanel,0.907914639
Topiroxostat,Zanubrutinib,0.904119253
Topiroxostat,Tezacaftor,0.903568208
Uric acid,Citric acid,0.919131875
Uric acid,Urea,0.901630878
Uric acid,bilirubin and Iron,0.890655518
Uric acid,Creatine,0.884901822
Uric acid,Lactic acid,0.879405558
Latanoprost,which PF Latanoprost,0.935507417
Latanoprost,Albuterol,0.857048452
Latanoprost,Ondansetron,0.85338521
Latanoprost,Sildenafil,0.845700026
Latanoprost,Niraparib,0.839692712
which PF Latanoprost,Latanoprost,0.935507417
which PF Latanoprost,and the Nirmatrelvir,0.867533922
which PF Latanoprost,Dapagliflozin,0.867029965
which PF Latanoprost,Andexanet alfa,0.864166141
which PF Latanoprost,Ondansetron,0.851763844
Formaldehyde,Malonaldehyde,0.895500898
Formaldehyde,Formic acid,0.873360753
Formaldehyde,Phenol,0.871583462
Formaldehyde,Benzalkonium,0.868276119
Formaldehyde,Bisphenol A,0.860619843
Aniline,Maleic acid,0.910313487
Aniline,Silanol,0.90439719
Aniline,Benzoic acid,0.901229143
Aniline,Theanine,0.898374081
Aniline,Benzalkonium,0.893700719
Prussian blue,Methylene blue,0.90363431
Prussian blue,Pomotrelvir,0.895445764
Prussian blue,Aminobenzoic acid,0.891081989
Prussian blue,Piperonyl butoxide,0.888980567
Prussian blue,Benzoic acid,0.888726473
Orange,Banana,0.918203592
Orange,Corn,0.917544365
Orange,Grape,0.916770756
Orange,Apple,0.915942669
Orange,Potato,0.915588975
Boric acid,Maleic acid,0.929877996
Boric acid,Sulfuric acid,0.928702712
Boric acid,Formic acid,0.927879751
Boric acid,Citric acid,0.923367023
Boric acid,Peracetic acid,0.922734082
Peracetic acid,Sulfuric acid,0.946069896
Peracetic acid,Acetic acid,0.945947528
Peracetic acid,Formic acid,0.941628277
Peracetic acid,Maleic acid,0.926984072
Peracetic acid,Boric acid,0.922734082
Thiram,Topiramate,0.923044086
Thiram,Perampanel,0.915130973
Thiram,HEPE,0.911131501
Thiram,Tezacaftor,0.910713077
Thiram,Esketamine,0.909993052
immobilized with Etorphine,of an Iodine,0.888732553
immobilized with Etorphine,based on Lipoic acid,0.868686318
immobilized with Etorphine,Eurotium amstelodami,0.868468285
immobilized with Etorphine,to synthesize Terpineol,0.867471755
immobilized with Etorphine,transformation of Daidzin,0.866120994
effects of Etorphine,Morphine,0.936524034
effects of Etorphine,before epidural Morphine,0.88453567
effects of Etorphine,of epidural Morphine,0.883684516
effects of Etorphine,Pilocarpine,0.881210923
effects of Etorphine,Buprenorphine,0.880892336
Azaperone,Perampanel,0.912706673
Azaperone,Remimazolam,0.9093346
Azaperone,Ranolazine,0.905568182
Azaperone,Ponatinib,0.90403986
Azaperone,Dapsone,0.903953075
Butorphanol,Pomotrelvir,0.873113513
Butorphanol,Piperonyl butoxide,0.871282458
Butorphanol,Methoxsalen,0.863835454
Butorphanol,Fenchone,0.861288905
Butorphanol,Phenol,0.858830929
Pilocarpine,Nifedipine,0.894809008
Pilocarpine,Sertraline,0.894361913
Pilocarpine,Morphine,0.891649187
Pilocarpine,Carbamazepine,0.887802184
Pilocarpine,Lidocaine,0.882509947
Methane,Carbon dioxide,0.922486901
Methane,Ammonia,0.917218089
Methane,Ozone,0.912074447
Methane,million) for Ammonia,0.898590922
Methane,Acetate,0.897776008
Albuterol,Ondansetron,0.885658264
Albuterol,Sertraline,0.870762229
Albuterol,Granisetron,0.864592075
Albuterol,Remifentanil,0.864504635
Albuterol,Fentanyl,0.860080242
Berberine,Gingerol,0.915378451
Berberine,Rhamnose,0.912503064
Berberine,Pomegranate,0.904885054
Berberine,Fisetin,0.900231481
Berberine,Curcumin,0.893037081
stimulate both Glucagon,reduction than Glucagon,0.932831645
stimulate both Glucagon,find elevated Norepinephrine,0.858477235
stimulate both Glucagon,Leptin,0.856339931
stimulate both Glucagon,catabolism of Norepinephrine,0.846625209
stimulate both Glucagon,"However, increasing Mannose",0.844690681
reduction than Glucagon,stimulate both Glucagon,0.932831645
reduction than Glucagon,Leptin,0.871091843
reduction than Glucagon,"However, increasing Mannose",0.870355546
reduction than Glucagon,find elevated Norepinephrine,0.86840421
reduction than Glucagon,catabolism of Norepinephrine,0.864166975
weeks and Fructose,Fructose,0.941722155
weeks and Fructose,difference in Thiamine,0.862421632
weeks and Fructose,Cysteamine or Lipoic acid,0.860724509
weeks and Fructose,"However, increasing Mannose",0.858094037
weeks and Fructose,Sucrose,0.856129885
Sorghum,Soybean,0.921191752
Sorghum,Barley,0.91473788
Sorghum,Pineapple,0.899920702
Sorghum,ratio in Soybean,0.887910545
Sorghum,Millet seed,0.88238138
Date,Corn,0.941540599
Date,Rice,0.939430714
Date,Banana,0.935002863
Date,Apple,0.932328582
Date,Coconut,0.931489587
Lactic acid,Acetic acid,0.917793691
Lactic acid,Citric acid,0.91353029
Lactic acid,Benzoic acid,0.907678545
Lactic acid,Acetate,0.903996408
Lactic acid,Sulfuric acid,0.902675092
Saxagliptin,Dapagliflozin,0.91200608
Saxagliptin,Axitinib,0.887642801
Saxagliptin,Dabigatran,0.878773868
Saxagliptin,Crizotinib,0.877983868
Saxagliptin,Delgocitinib,0.871252418
Propofol,Fentanyl,0.919401228
Propofol,Remifentanil,0.903457046
Propofol,Ketamine,0.902649164
Propofol,Lidocaine,0.89799273
Propofol,Sevoflurane,0.882625163
Desflurane,Sevoflurane,0.970389724
Desflurane,Propofol,0.877912223
Desflurane,Remifentanil,0.875821471
Desflurane,Fentanyl,0.865350485
Desflurane,Lidocaine,0.851666987
of the Iron,to access Iron,0.901203334
of the Iron,Hemin,0.89581269
of the Iron,for the Oxygen,0.892032385
of the Iron,driven by Iron,0.88741374
of the Iron,that are Iron,0.884466112
sequestering of Iron,effects of Iron,0.880967438
sequestering of Iron,sources including Iron,0.875668883
sequestering of Iron,to access Iron,0.869863629
sequestering of Iron,driven by Iron,0.865111351
sequestering of Iron,sources of Iodine,0.849856496
Diclofenac,Dicloxacillin,0.900418758
Diclofenac,Meloxicam,0.888920665
Diclofenac,Minocycline,0.883206606
Diclofenac,Tacrolimu,0.867042422
Diclofenac,Dapagliflozin,0.866343856
Acrylic Acid,Methylcellulose,0.878149509
Acrylic Acid,Aminosalicylic acid,0.877506495
Acrylic Acid,Formic acid,0.87528193
Acrylic Acid,Maleic acid,0.873776197
Acrylic Acid,Polyvinyl alcohol,0.873418868
Cadaverine,in vitro Calcium,0.811321676
Cadaverine,B2) and Daidzin,0.80855453
Cadaverine,broth or Wheat,0.806090295
Cadaverine,Heparin,0.805323243
Cadaverine,Caffeine,0.802976072
Dodecyl sulfate,Carboxymethylcellulose,0.87417388
Dodecyl sulfate,Acrylic Acid,0.856298506
Dodecyl sulfate,Propylene glycol,0.847367704
Dodecyl sulfate,Methylcellulose,0.847290039
Dodecyl sulfate,Dextran,0.838606179
Cytochrome C,Chlorophyll B,0.862590909
Cytochrome C,Coenzyme A,0.856862009
Cytochrome C,Chlorophyll A,0.854946494
Cytochrome C,Glucose oxidase,0.846860468
Cytochrome C,Glutathione,0.845378399
Levocarnitine,Ranolazine,0.91273129
Levocarnitine,Ranitidine,0.900364101
Levocarnitine,Tacrolimu,0.898509026
Levocarnitine,for the Tucatinib,0.898120642
Levocarnitine,Pomotrelvir,0.897652924
components of Garlic,Gingerol,0.910324395
components of Garlic,Rhamnose,0.897198558
components of Garlic,Pomegranate,0.892074049
components of Garlic,Isoflavone,0.888284087
components of Garlic,Berberine,0.888254523
Epigallocatechin,Ginsenoside Rg1,0.860488296
Epigallocatechin,Isoflavone,0.859403849
Epigallocatechin,Quercetin,0.856173635
Epigallocatechin,Ginsenoside,0.851462603
Epigallocatechin,Ergosterol,0.851150692
Thymol,Taurine,0.868516564
Thymol,Tacrolimu,0.855935335
Thymol,Dapsone,0.855481446
Thymol,Esketamine,0.855208695
Thymol,Perampanel,0.854937196
sensitivity for Ammonia,million) for Ammonia,0.931962013
sensitivity for Ammonia,Ammonia,0.908527613
sensitivity for Ammonia,Urea,0.895288169
sensitivity for Ammonia,Peracetic acid,0.893408656
sensitivity for Ammonia,for the Oxygen,0.883740425
million) for Ammonia,sensitivity for Ammonia,0.931962013
million) for Ammonia,Ammonia,0.905898333
million) for Ammonia,Methane,0.898590922
million) for Ammonia,for the Oxygen,0.897630155
million) for Ammonia,Peracetic acid,0.889018536
MCC,Peanut,0.90845412
MCC,Serine,0.907975256
MCC,Oat,0.907935441
MCC,Oyster,0.907107115
MCC,Ammonia,0.904534578
Methionine,Cysteine,0.920320272
Methionine,Valine,0.912752509
Methionine,Arginine,0.912646651
Methionine,Alanine,0.910560906
Methionine,Phenylalanine,0.903130054
Citric acid,Boric acid,0.923367023
Citric acid,Sulfuric acid,0.921362281
Citric acid,Peracetic acid,0.921044767
Citric acid,Formic acid,0.920631945
Citric acid,Uric acid,0.919131875
Amylose,Pectin,0.888656676
Amylose,Xylazine,0.879092932
Amylose,Trypsin,0.875116825
Amylose,Galactose,0.86892724
Amylose,Sorbitol,0.868449986
dose of Methotrexate,Methotrexate,0.966971099
dose of Methotrexate,day before Methotrexate,0.96556437
dose of Methotrexate,prevention of Cisplatin,0.877551556
dose of Methotrexate,response to Paclitaxel,0.875160336
dose of Methotrexate,Carboplatin,0.87164557
day before Methotrexate,dose of Methotrexate,0.96556437
day before Methotrexate,Methotrexate,0.953372777
day before Methotrexate,prevention of Cisplatin,0.879385173
day before Methotrexate,Dexamethasone,0.873402536
day before Methotrexate,Triamcinolone,0.86750114
Fluconazole,Miconazole,0.985283732
Fluconazole,Voriconazole,0.976479113
Fluconazole,Itraconazole,0.940714955
Fluconazole,Metronidazole,0.932690918
Fluconazole,Vancomycin,0.893780589
Voriconazole,Fluconazole,0.976479113
Voriconazole,Miconazole,0.970865846
Voriconazole,Itraconazole,0.935987175
Voriconazole,Metronidazole,0.930994093
Voriconazole,Vancomycin,0.891274333
Ivacaftor,Dapagliflozin,0.915483952
Ivacaftor,Apixaban,0.908400476
Ivacaftor,Rivaroxaban,0.898659468
Ivacaftor,Eltrombopag,0.897106051
Ivacaftor,Ibrutinib,0.891810894
Tezacaftor,Perampanel,0.912766457
Tezacaftor,Thiram,0.910713077
Tezacaftor,Dapsone,0.910554171
Tezacaftor,Ponatinib,0.904841959
Tezacaftor,Topiroxostat,0.903568208
to access Iron,driven by Iron,0.925224066
to access Iron,that are Iron,0.911577821
to access Iron,Hemin,0.903110027
to access Iron,of the Iron,0.901203334
to access Iron,effects of Iron,0.897174478
that are Iron,to access Iron,0.911577821
that are Iron,Hemin,0.891723275
that are Iron,Antimony,0.89027077
that are Iron,of various Oxygen,0.889577568
that are Iron,driven by Iron,0.887646198
"1,10-Phenanthroline",4-Methylimidazole,0.875674188
"1,10-Phenanthroline","1,3-Propanediol",0.869655907
"1,10-Phenanthroline",Quinoline,0.868458271
"1,10-Phenanthroline",Pyrrolidine,0.8636868
"1,10-Phenanthroline",Benzimidazole,0.836369753
P-Cresol,M-Cresol,0.980091512
P-Cresol,Phenol,0.892893434
P-Cresol,Bisphenol A,0.868300796
P-Cresol,Isopropyl alcohol,0.866812766
P-Cresol,Piperonyl butoxide,0.858906507
Genipin,Ginger,0.920783997
Genipin,Mangostin,0.917598903
Genipin,Daidzin,0.915643156
Genipin,Naringin,0.913373947
Genipin,Gingerol,0.907390654
Mescaline,Silanol,0.89752233
Mescaline,Turmeric,0.895529091
Mescaline,Esketamine,0.889840007
Mescaline,Almond,0.88824594
Mescaline,Perampanel,0.886393547
Carob,Ginger,0.920761406
Carob,Pea,0.920506418
Carob,Herring,0.91784358
Carob,Peanut,0.913880825
Carob,Almond,0.909245074
Strawberry,Barley,0.93431437
Strawberry,Peach,0.933261156
Strawberry,Almond,0.931363106
Strawberry,Peanut,0.925661385
Strawberry,Beet,0.923048556
Leptin,reduction than Glucagon,0.871091843
Leptin,Metformin,0.866472423
Leptin,Insulin human,0.858456135
Leptin,Testosterone,0.857475102
Leptin,stimulate both Glucagon,0.856339931
Metformin,Insulin detemir,0.877119958
